""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000262074"	5.34684897980892	3.86933226821922	1.64801814506092	2.34786994294664	0.0188811128156233	0.0669667570507052
"ENSG00000262202"	1.40272212996648	3.49169561324072	1.47413729391508	2.36863664439783	0.0178537839281316	0.06405830012405
"ENSG00000263585"	1494.48936529723	-0.0412262315260205	0.380609811689389	-0.108316260537352	0.913744824459564	0.952428911918436
"ENSG00000263934"	6.18792753242998	4.80498446734604	1.54211989247515	3.11583067619594	0.00183427563408308	0.0102318187713697
"ENSG00000263990"	23.7807411803432	0.689414709275167	0.431591690613406	1.59737716056425	0.110181660408366	0.252957252513097
"ENSG00000264127"	20.3030582729676	7.78696730945677	2.82609874150841	2.7553769424562	0.0058624552598314	0.0268320067661514
"ENSG00000264449"	7.74938890911451	6.3892221666683	2.14448720349738	2.9793706188819	0.00288841181453721	0.0147309002541398
"ENSG00000264940"	0.947868560674307	2.87457492450498	1.78098760086871	1.6140342151191	0.106520005013489	0.248546678364807
"ENSG00000265185"	23.4482022428511	3.69562570583455	1.57473252419973	2.34682757169358	0.01893401471298	0.0669667570507052
"ENSG00000265784"	1543.98323674126	-0.202494353617334	0.65158368906523	-0.31077259455011	0.755973505146785	0.84868723691007
"ENSG00000265933"	7.51287669000207	6.35489718377672	2.622102183962	2.42358868492854	0.0153680004149688	0.0568536388408691
"ENSG00000266345"	2.67074676592045	0.447676389521617	0.912883281381684	0.490398278347305	0.623852094728706	0.767948542081747
